src_mac,dest_mac,eth_proto,src_ip,dst_ip,protocol,src_port,dst_port,packet
08:00:27:1E:36:4A,52:54:00:12:35:00,8,,,,,,
 , ,6,10.0.2.4,129.227.206.252,6, , , 
,,6,45598,443,6,,,b''
52:54:00:12:35:00,08:00:27:1E:36:4A,8,,,,,,
 , ,6,129.227.206.252,10.0.2.4,6, , , 
,,6,443,45598,6,,,"b'\xe3E\xe02\xa1\xf2\x08\xef\x84\x88i+_\xb0\xd0\xfe\xa8X\xd0JQ3\x9c\x9f\x1c\xf7\x19\xf5g\xfd\x08(\xc2\x1f\x15\xee\x88\xaf{\xd6F\x81\xa1l\x03\x92\nMqo\xd2\x1ev\x84OS\x95\xc7\xda\xb0\x14H\xb8\r\xe9\xe9\xea\xf5\x9bn\xac\xb7\xcb\xff\xdd\xd2\xa2\xc2\x89\xf5KV3\xeb\xa66\x8dX\xa7\xeb\x1b\xf6\xc8\n1c\xa6\xf7`\xf8\x10I\x90\x95\x0cTon\xf2FR}*\x9ew0\xf1f\x03\xa7A\x9c)\xcdU4\xc6\x19T\x05\xe1\x13\xa7\xac:uB`\x19Y`\x00s\xff\xc0\\\x0c\xdc*\xdc\x9c\x96-NT\x17\x03\x03\x00EK\xd0,l\xc3\xcbo\xcd&\x1by\x1a5\xc2$\xddbx\x01\x8a\xa3\xf1!""\xe8\x8b\x8d(\xec\xa1\x1c\xf2+nv\x92~\xa9,\xd2\xc1\xf4\x89\xe17p\xde\x9c\xb2\xc7\x00n\xa4\x0e\xfb\xce\x9bk\x83\x0b1\xb8\xa5p\xdb\x1c5\xba\xf8'"
08:00:27:1E:36:4A,52:54:00:12:35:00,8,,,,,,
 , ,6,10.0.2.4,129.227.206.252,6, , , 
,,6,45598,443,6,,,b''
08:00:27:1E:36:4A,52:54:00:12:35:00,8,,,,,,
 , ,6,10.0.2.4,129.227.206.252,6, , , 
,,6,45598,443,6,,,"b'\x14\x03\x03\x00\x01\x01\x17\x03\x03\x00Er\xf2Da\xca\xdau\xfd\xca\n\x15*O\xee\x80\xda\xad\xb3\x11\xd3\xbd\xbb\xcb`\x08S$>d\xeby\x99\xb7\xe5\xde\xa79=\xdc\xcc3=\x02m{R\xc2k\xf9\xbe\x1eF\x0f\xb3\xc3h\xa1Fp$"" \x92\xd8B\xee^\xc4\x10'"
08:00:27:1E:36:4A,52:54:00:12:35:00,8,,,,,,
 , ,6,10.0.2.4,129.227.206.252,6, , , 
,,6,45598,443,6,,,"b'\x17\x03\x03\x00\xb6f""\xd6\xba\x14\x1d\x85\x8b\xfc\x9a(c\x9dI\xa8\xad\xdbN\x07!G\x88\xf8<-o\xce_Xzu\xee\xda\x9f}\xa1""\xf31~\x97\xebH\n\x01\xb5\xc1lg>\xe8C\xaa\xc4}\xeb\xd4\xd6\x99\xe3=\xd5<\xedi86\xce\xa2\x98\xa6J&.\xac\xcb\xa1\xea]\x90\xc9l\xdd\xbc\x86\x13\xd6\x08\x01\xfb\x99\x83\xc0\xe0\x9f3{Q3)\xa22\x03\xceB\xec`\x8b\xf5d~""\xf0\x18RP\x0f\xf4\x7fa\xe5\xdf\x1c\x07c\xee\xa2\xb7\xfa\xdd\x061b\x1d{\xbe\xd8\xc1=\xb4\t\x85\x8b\xcfCdI\x95\xb3\xf6\xf5\xbf\xc2U6\x8am\x94R\x03\xaf\xbd2\xa2j\x0e\xefr\xf6\tM1\x93\x1e\xc9Ya\xb4\xa7E\xe8\x92'"
52:54:00:12:35:00,08:00:27:1E:36:4A,8,,,,,,
 , ,6,129.227.206.252,10.0.2.4,6, , , 
,,6,443,45598,6,,,b'\x00\x00\x00\x00\x00\x00'
52:54:00:12:35:00,08:00:27:1E:36:4A,8,,,,,,
 , ,6,23.215.194.103,10.0.2.4,6, , , 
,,6,443,51976,6,,,b'\x00\x00\x00\x00\x00\x00'
08:00:27:1E:36:4A,52:54:00:12:35:00,8,,,,,,
 , ,6,10.0.2.4,23.215.194.103,6, , , 
,,6,51976,443,6,,,b''
52:54:00:12:35:00,08:00:27:1E:36:4A,8,,,,,,
 , ,6,96.17.194.232,10.0.2.4,6, , , 
,,6,443,45846,6,,,"b'\x16\x03\x03\x00\x9b\x02\x00\x00\x97\x03\x03\xf0\x05\x0c\x07\xd5D?\xc8&5\xe8\xb2\xfd\xbc\x04bP\xe5G%nn\x1a\x10}I7\xd9@^\x01M \xaf\xda\xbb\xad,89\xc6-\x1e>""\xbdz\xee[\x93\x88\xa1\xdd\xb1`u\xe2\x17AK\x05;\xf4\xfc\x0e\x13\x02\x00\x00O\x00+\x00\x02\x03\x04\x003\x00E\x00\x17\x00A\x04\xab\xe5\xe8\x83\xf7a\xd8?\x83\x1e4\x1c\xd7q\xbdK\x15vJ\xdf\xbcP\x00\x13\x91M\xae\x9aM\x93\x9c\xcdCt]A%\x14\xb5\xe0b\xb4\'\x97R\xf6\xed\xdd\x8e0\x87\x8f\xb09\xb1\xad\x9e\xf0t1\x8a\xd7\x0f\xc9\x14\x03\x03\x00\x01\x01\x17\x03\x03\x00\x17\x05x\x16\x97h#\xc4\x07B\xf1\xaeK(\x8ar\xef\xfc\xcf\xf5\x1b\x8b\xe2A\x17\x03\x03\t\'\x97\xe5^\xaf\x0cp\x19I\x93\xf0n\x8eO\x17KN\xff\xd7\xe0x\xeb\xd4\xb1\x8d\x9a\x8b\x80\xbe\xef\xde!\xc5aH9\x1cCR~\x81\xabhS\xdbA\x08\x8f\xeb\x0c@\xe3\x1d\xc17\x9f\xe8`\x9a\x1f;\xa7\xa3q\x1eidV]K$\xb9\x92\xb7\x1b\xf5\xbfz&\x96[\xd0\x0b\x91\xa8\xa2K\xc1\xeaqo\x86\xb9\xb5\x7f\x10\xe6\xe0\xe4\xaf\x9c\xdf\x1b\x7f\xf4\x8b\xad9\xb0\x183m\x87\xf0\xb1\xfcm<x*\xbc\x15\xcb\x17\x85\x08/!\xa4\xb1x\x1e\xc1\x04\xb4\xd7\xab\x17H\x8a\xef\xe6\'\x8c\xd1\xa2\x86\xfa\t\xfd-y\xae\xdcz\xcal\x8dc\x07\xa8ec\xd6\x1c\xda\x1bc\x0es\xb4\rL\x0c\x96\xd7\xf4\x01\x08x\x0e\x9c\xcb\xae\xc2f\x96\xae^4\xfe\xbf\xcf\x0f\xf4\xde1\xdbQK\x1a\n\xc8G\x9a\x8a\xb7\x91A\x89\xe3""QV\xa8N],\'c\x07PR\x80\xd0\x82\xd3\xbbs\xad\x04\xf3\xafo^\x8d\xad0\xae^)\x0e\xb2B\xfd\xc9\x0b\xb9\x82\x9eb\xb9\x0f\x8dO(\xb3\xbf\xf4U\xaa\x12\x8c\x17\x18\xe8\xe81\xd4\xab<\x11k\xe5Q\xd5\xb1\xddT_\xb6R\xbfh\'\xa9\x8f\x1d\x14\r\x1c\x8d!\x92\x17d\xc9A1\xd6\xad\xdb0\xb9\xe4\xd8\xa9\x9d0\x976Cm]\xebj\x10\xc6\xdb\x02\xa9Q\xff\x12\x17\r\x88X\xad\xb6\x03\xde\xdd^N{\xb8\xda\xa0Y\xe05\x19`W\xf2\x9f\x83D\xc6\xf0[\x1bA\xe8\xab#\xf7\xfc\xd7\x9c\xcd\\4\xdf\xa2\xb1\xb2\xdd[\xa1\t\xb3\xc2NbCkjC\x14\xd0\xcb\x95\xee\xfdA\x18\xa2\xd7;v\xb1T\xd0\x0e\x9e:\x91Y\xb8\xc2\x81\x9c\xba9\xf0D\x8f\xb2\xac@A\xf2J\xfaz\xfb&\x08\x105\x88\xb1\xb2z|_\xcdjfy8\x88\x01\xb5\x03&/rD\x11\x95\xb9\xd5\x93Dk\x13\xde3\xac\t\x07\x13\xbd\xb8\xac1\x19\xea\xaejC\x94\x92\x08{Dj\xf7=zA\x17\x84\x11\xd5\xc2\xf4\xa3\xfd=\x06\n&A\xdec1\xb8\xf7\xbe\xb9\x01!S\x8d\xf2\x04\\$`f\xaeqK\xb7Y\x1a\x87;1\xe1+P\x99\x0f\x9a\x8e\x1e\x08\xe5\xa5\xdc\x12\xda\xeb\x95\xe4\xec\xf4q\x03`\xe5\x9eugG\xce+k\xc6\xdd\x8e\x99\xed)1\xb1\x13\xe6\x88\x8a\xe4\xe1A\x08\\|F\xf0\x9c\x9bP\xea*\x00\x81\xcf\xa5av\x18\x11^f!\xca\xcc\xe3>\xb1\x8a\xff\xe6\xb9\xfeyN\x01;\xe4\x14\x88\xe0\xca\xcf\x90p}Aa\xd9\x91>E4&\xef\xc6S\x18a\xda\xd1\x1c9\xd0\x1a\xaf\xb6\x9d\xd8\x192\xaf\n\x1bH\x83V\xf1\xca\xd0\x84=\xad\x8e\x12\xb8\x87\xa9\xffkA_\x9c%\xab\xfb\xb2\x1e\xf0\xe7\x9a#\xb3\xb1\xd5\xa7\xe37\x17\xa0\xe5\x06\x9d\xe4\xb6\xe9\xa8*CQ\x85e-\xeb\xa5\xcfj\xdd/5M~\x87BD\x1e\x9c\xeb\x9c\xc8\xba\xd7U&\x8f/\xbb\xfb\x1bw\t;\xc2w\x17\xbf\xb0\xc0\x14\x04=\xc4<\xbe/Z\xbfe\xcd#\t\x0e\xb9\x0cv/\x91\xce}\xccA\xcee\xd3\xd3\x80\xec\x13\xb2\x1eaD\xdb\x06\x92\xec\xc0/\x1f+J\x9d\xea\x01do\xd6\x9a\x9dz\xa6\x05\xef\n\x86])\xbc\xc6\xd2\x87$ I\xe7X\xad&9\x97yy\x98\xd9\x12\x1cWq<-\x8d\xbac7\xf6$wn/\xd53[_G\x85\xcf\xc1;\xeeE\xf6H\xf3\x18\x96\xb3<\x86+\xcft\x1f\xecU\xd9\xc4\x9d\xdbea\x81\xd4\xa7\xb42\x7fR\xdf\xb5\xf1g\x02\x02\x14\x00\x06\xf3\x8f\x16Z\x16H\xcc\xe0H\x8e\x9ce7\xe8\xa9\xaf`\xa1\xd2\t\x8bu\xce~W\x01\xd75+&\xf3\x03N\x0c\xf3\xfd\xc8R\x0b\x92WCL^;\xfd-\xa4R\xa2h\xe4\x8c\x9c\xdd\xbb\xd7\xb7\x13f\xa7\xeeM\x9a\x15\xac\xf6lV&\xb4\x17)\n\x04tS\xddm\xbd\x92\x9bJ \xd4h\xa6V\xf4\x9dG;\xb4R\xcd\x12\xb7+\xda\xd7\xa3\xb9\xcd\x8f>\xfb\xae\xb7\xa1\xe7\x10\xc6l\x93\xfd\xe0\xaa\xcc\xf9\xd5\x03/3\x1b\xf1\x8d\tX\x1c\x11\xb3\x87\x92$\xfa\xa7m\x055Q\x8c\x96!\xd6\x89\xca\xf8\xcdx6H\x90\x1c\xb2_\x0c\xf5\xec\x91D\x81V\xf7\xfc\xf4\x94\xb1\x0e.:\xf9\x81k\x9dn\xf8\x8e\xac}\xe6j\xb2\xc3k\xc8\x90`\x914a\xb5\x8f\x98\r\xf9\x15\xee\xd0\x0f\x12vH>S<\xeb\xa1c\xb9\xa4\xbaU(\x05e\x1a\xc6B\xf2|\x19|\xbd\x04\xcel\x00W!\x10j\x8d\xb7\x99A\\;\x14\x19\xcd7\xea\xa4M\xacf\xa0\xd4\x19\xecX.\xf3L0\xbaY\xc5\xa7\x1bY\xa1\x83\xc5Z\x08\x17\xc3\x9fYSxE\x12\xd4\xcd\xa3\xf7\x9e\xa6!\x0b<&\xf3\xd9\xf4s\x0e\x9cZ\xc00\x84\x02\xf7+$\xa6\x08\xe2\xc66>\xce\xbf\x88\x06\xaap\x8d<0\xd8\t\xc5\xc2_\xbaR\xaaas\xe0(sT>\xd8\n\xa3\xf7\x01\x99\x9c\xc6e\x8a\xc9f\xb4t\xaan\x7f\xfb\xc4p\x8f\x0b\xf2}\x04VMy\xbf\xcf\xc8\x94hy\xa3Y\xbf\x00\x8fi\xee\xff*O\xb1\x10K\x8a\x1b\x0e\xb0\xa1\x0c{\x11\x8f\x9eUK\xdfok;\n{P\xd0\xc8\xe2\x97\x87\x98\xddV\xaf\xbd\x9d\x03qp\xda\x81'"
08:00:27:1E:36:4A,52:54:00:12:35:00,8,,,,,,
 , ,6,10.0.2.4,96.17.194.232,6, , , 
,,6,45846,443,6,,,b''
52:54:00:12:35:00,08:00:27:1E:36:4A,8,,,,,,
 , ,6,96.17.194.232,10.0.2.4,6, , , 
,,6,443,45846,6,,,"b'\xbc\'\x7f(\x0b\x15\xc1!\xcc\xf55\x863\xfc\x87\x99.}V\x8d(\xf9\xa8\xd1\xe9\xbe\xce\xc3P0T\xc6F>N\x1b\xac\xbf\x03,\xa8\xa7\xeb$\xd5\x13\xb9<=\xb6\x94K\xaa\xe0g|\x15\x9d\xa4\xbdY\xf4*T\xf8\x1a\xf2i\xd0\xd7U\x8a\xb7eS\x99Z\xce\xf3g\xcd\xf7?l\xb2@\xa7/$\xe4\x17\xc9\xce7Q\x85\x93\xcc\xcc;\xcc%\xee\xb0R\x00tc\xf3*GKA\xd6\xe9\x9bC\xc5\xf3\x10a\xae\x97\xddA\x9a\x08\xa3\xc6a\xaa\xfaiy\xfc\x01\xe6\xde\t\xdfT#\xbf\xee3\x07\x02\rk\xfbn\xd92\x17\x907\xb5oY\x98O\xc6\xe4p\x00\xa1\xbe\xb7\x0cV\xf5OHF\xcdj\xceS\\\x1b\xc8\x90U\xd2\xc6\x82\xd8\xcb\xa2\x95\xc2\x1e\xca\x88k\xb7i\xbe\x98\x16\xb6^\x82}\xdd\xd1V\xc7\x14\x19\x10\xd9VO\x06\xf9C\x08\xa4\xa4\x06\xffK/\xb3\xd3\x81\xc1\x83#\xf0\xa0\x9f\x0f\x865k\xba|\xd7\xc3\xc9I\x9d\xa9\xf9\x9ehx0\x11zy\x1d\x87T\xe4.\x92\n\x83\x98u\x8e\xe5\xa3\x08-\xa8\xbb\xb7\xf9y\xbe5W\xf3[\xf4c=q\xbf\x82z,,\x1e}X\x96k-\x9aS\xcb\x9d\xd3\xab\xa1{zk\x9d\xc5\xa3\xad\xf2\x02\xbdY/\x89\xb2G\x0c6\xc8\xb1\x84\x14\xd8&\xabw\x9a\xd5\x99\xae\x1d\xdb\xa0\xd7\x15\x01l\xcb_\xed\xf9\x0c\xfb\\\xc2\xe3Un-\xb8\xcdj\xf7\xd6\x0e\xd0\x13\xfa\x98\xc0\x10v\xfdT`\x0e\xecQ\xdd\x9e\xf2\xfc\x13\xd0\xbcRV\x81\x01/\xdftf\xd7h\xc3\x87`\x0e\xa5\xbe\x1f\x0fSt\x08\xf9\xd1\xc7\x9fOo\xb02#\xd6\x92vb*\x92a\'0\xd0,B\xe7\x19OEGEb\xe0\xcc\x01p\xd95:\x8afq\xe8\x9e\x82\xbc\x9a0ga\xf82\xc5\x0b&p\x1c\'\t3\xc4\x7f\xa4\x93\x18\xef\xa1\xe3\x1c\x16,\xbaQ\x8c\xe7\x10\x96Q\x94\x14\x88+L\x83\x04\x9e\x8e\x7fd\x8e#\x9dl\x95\x0b?\xfb\xce16M\x872\x8e\x08\xbbw\xea\x15\xe8-\xa9\xf4v\'\xdf\x02\xa6\x1e<\x11z\x12\xcdPEf\xaf\xf2n.\xb1\xb0\x07\xcd\x9a\xe7\x08\x0eF\xbd!\xb7sa\xf3\xfb\xb2#zA#\xa6\xf9\x1b!\xcfq\x89\x84\xa9a\xff\x1c\x1e\xd8\x9a\xe2\xf8.\xf0\xb5\xaf\x9d\x86\xb9\xb0\xf4\\nm\x80\x9d)/\xb3\x9a(\xd1\x17\xd46\xaa\x8aP1\x0f\xbf}\x13\x1d\xf4\x1f\x7f\x1d\x14\xac}\xd8\xa3\rq\x81\xdc\x9c\x91s\xbbop\x9d\xdf\xe8?3\x14\xdb\x99\xed\xaa\xaaZ)\xf0\xaf\xf21\x15\x82h\x02\x90\x07\xd7\x00:\x81\xbbxpL\xc1]\x1f\x84)\xadA\x15\x00E\xb8\r]\xbdR\xd1**\xc4\x1b\x16\xa2\xdb\xf0\xee\x0eJ\x10\r\xd9 7E\x15u\xb1\x8d\x0c\x15C\xd3\xf7h\x16\x8b\xd3\x01>\x0b\x9a\x92""%\x01\x8b_\xd6-\xf0\x8c5\xb3\x0e\xa4\x9aV\x10\x9f;\xd8h`\x16\xe3v\x1d]\x86\xdf\x87k\x8fg\xf5\x1aBg?\xa2\x01\x84\xa6\xfa\x97\xbe""\xd0\x96J\x87\xef^\xdb\x9e\xa8\x08U\xe6\x06\xa8\x11\x99\x9c\x80\xbbL(\xedM\xac\r.\x90\xe2\x13\x8b\xa0\xca\xb0S\xb4\xf2\x80i\xce\xc5\xda]\x83K0@\xcb\xcb18@\xc6*\xf5\x96\xe3\xed\x83\xd8\xbf\t\xd9\xa4I\xc0;`6\xbecy\x9dy\x87\xe5\xe3\xa0\xc1\xfd\xcf\x8ct>\x94\x0e\xe1U2\xe1>\xca\xed N\xab\x87iw\xa9cl-\r\x8e\xb5%g0\x97\xa5 \r\x9eF\\\xddK5\xd2L\xba\xf4*\xa6E\xab\x8c\xcaH9x2\xb7\xfb\xc5\xc2\xb4O\xd0|_\xcf.\x00\xd6Y\xc9E\xd9\xa0\xa78\x9d\xa1\x92\x9e\'\x8f\x00\xf3\xdd\x07\xf9\x1aYes\x94\xee\xc7\xb9\xe3\xf3\xb6\x98\xaazO\x99F\xa5^\x902\xd9\x00\xd4\xd9Jc\xdc\x16\x98\xf4\xa3\xba\xd2\x8d\xc9\xaf\xdcV\xc0\xd0Z{\xe9\xa2\xcd58\xdc\x8b\x18\xb5\t\x91\xb3\x83D\x81\xe7\xfdNG\xeb\xc26\x1a\x89\xa5\x82\x036\xf9hjo\xe4y\x08\xc2{\x8blT_\x1feK\x15\x82a\xac\x1d8""\x14\xc6\xb3|\xe2=j\xadGg\x80\x04K\x15\xe5\xd9\x06#\x14h\x0b1\xe4\x14\xe8\xba\t\x9c\x18m\x83\x83\xc9x\xeeDc\xfc\xed,]\xdc2z\x81\x8aejpZ\\\x99\xb5\xdd\xdd\xf55\xc1\xb5zM\xe6P}u\x03;2\xb8\xf9\xb0\xd8[v/\xf7 Xx\x0b\x14\xadL\x1f\xd7\xca8\x17\x03\x03\x01\x19y&\x91\xe0\xcd\x1a7V\x8b\x01\xb0k\x0evP\xbe\x9a\xf6\x922\x1f\x02\xd4\xb3\xa3K\x9a\n\xb1\xcd\x05\x7fsx\xe6\xd7*s\\\x1d!\xe9\xbb\xbd4E\xb0R\xda\x1b\xaa\x930\xc7\x17\x17;\x85\xd2\xd8\xc3\'-R\x119t\x08{\x82\x0f\xc4\x95R\x8f_C\xa4g\x87\xc3\xfd\x0bLQQ \xcdSe\xd5\n\x00\xddb\xfa#O\x8dU\xba{\x7f\xd4\xd8\xc4\x92\xc1\xa8Dp\xf0{\x1c\x19\xc5\xd7\x91Q@\xd9\x03\x9fV\xb7y `\x98l\x18\x87h\xc5t\xe7\xb6\t\xba\xe0@\xd4\x96\xfb\xa7\x98\x8c\xe1\xd4\xdc\xe2H\xc2t\x818DGBs\xeaXM\xd0\xc2\xfb\xc1\xfb\x12B\t\t(\x96+\x11\'\xc5:\xf1\x03\xbd\x9a\xb8\xfc`\x8b\xd28""\x1f\xfc\xa2\xe2s+\x1c\xd3\xda\x1a""c#\xee\\\xc8\xde\x10\x05\xfd\xdc\xaf`5\x928Y\xd1\x1c\x15W\xdc~9\xaf\x8d\x9eq\x04u\xd1y\xa7\x1f+&\xe1\xb2U\xa9.#\xf4\x18}\xdeF=\r\xab\x1d\xe1N\xcfn,\xd8\x93\xca\xafH""\x86\xa4\x871\x1a\xf8S(\xe8U\xb6\t\xa4\xb7\x97\xcbi\x1f\xb1\x17\x03\x03\x00E\xb3\x8d\xf1\x04\x1e\xfc\x87\x01\xc5\xd7Y\x03(\x07\x91\xc0\xf1to\xe5\xd6\xd5!\xf6L\xfcxH}\xc8\xa5\xc4LDF^\xd3\xfc\xd7DE\xdc\xd4\x00\x99D\x87\x8f\x0b\xcc\xe1\xa8N\x9a\x05`\xa0\x1c.\xed\xed\xc2\x9ev\x0cM\xed\x82\xf6'"
08:00:27:1E:36:4A,52:54:00:12:35:00,8,,,,,,
 , ,6,10.0.2.4,96.17.194.232,6, , , 
,,6,45846,443,6,,,b''
08:00:27:1E:36:4A,52:54:00:12:35:00,8,,,,,,
 , ,6,10.0.2.4,96.17.194.232,6, , , 
,,6,45846,443,6,,,b'\x17\x03\x03\x00\x13/\xc8\xfd\x92T\x8e\x10\xb5\xc8~*\x1a\xba\x13\xf5\xb5\xed\x15?'
08:00:27:1E:36:4A,52:54:00:12:35:00,8,,,,,,
 , ,6,10.0.2.4,96.17.194.232,6, , , 
,,6,45846,443,6,,,b''
52:54:00:12:35:00,08:00:27:1E:36:4A,8,,,,,,
 , ,6,96.17.194.232,10.0.2.4,6, , , 
,,6,443,45846,6,,,b'\x00\x00\x00\x00\x00\x00'
52:54:00:12:35:00,08:00:27:1E:36:4A,8,,,,,,
 , ,6,129.227.206.252,10.0.2.4,6, , , 
,,6,443,45598,6,,,"b'\x17\x03\x03\x01""\xf1\xb4\xcc\xa0\xc0\xbe\xfa\xcc\x0b\x8b\xd9\xee\xd2\xed\x03\xbb,t%\x073\x8ek\xa9/\xfb\xcbiw\xfa9\x83\xa3F\xc7\x99;\xa4\xfb\xd4\x12\x0c\t\xc3\xc2\xdb\x97\x9bt\xaa8\xeb\x05\xb2\x97\x04\xa8\xf56h}\n1\xc0\xca\xbb\xd5l\x1aG3\xe6\x98\xcfe\xe0\x06\xb1\x08|#\xa0\xbd\xd4\xab\x8d\xae[\x03(6\xe2C\xde\xa2\x06Qo\x01&Z\x9dnwy_\xc1\xd9\xdb\xcf\xf5I\t\xdbiL\xeeQ6\xf2\xa6m\x8e\x8e\xe9\xefP5\x1b:Vj\x05\xf2A~OA\xc1\xc8$p\xdfA\xec\x9e7\xfd\xd4\xc5\'t\x9e\xb2\xd6\xde\xc4\xd3W\xac\xad\x08-\\p\xeb\x0bt^T\xd6u\xf4^\x11\xbb!B\xde\x8a\xddu\xf7\xf3Q\xab\n5\x90\xc7y\x8b\xe1DO\xd9\x19{\xa4\x93\xa1&\xc4\xcds\xa2\x15\x06\xc4(e \xd6\xc8Vt%\xec\xae\x1cn\xb3\x0cb.\xac)\x99.\x9bW\xf3\x99!vB\x8a\x0c\xc61bE(\xe0\xa5\xba\xf9\xbd\xe1\xe1\xab\x1a\x99(\x18\x90\x03\xfbA\x1ce\xe7u\xbc\xce\xfe\x00\xabE\xa6\xaapu3d\xf9\x16\x19$\xcfc\x1f}C\x0f\x0b+\xe41\xa7'"
08:00:27:1E:36:4A,52:54:00:12:35:00,8,,,,,,
 , ,6,10.0.2.4,129.227.206.252,6, , , 
,,6,45598,443,6,,,b'\x17\x03\x03\x00\x13@\xfdEp`|\xfa\x95Q\xf6\xab\x8ak\x99\xd1<\x10\xa1\x14'
08:00:27:1E:36:4A,52:54:00:12:35:00,8,,,,,,
 , ,6,10.0.2.4,129.227.206.252,6, , , 
,,6,45598,443,6,,,b''
52:54:00:12:35:00,08:00:27:1E:36:4A,8,,,,,,
 , ,6,129.227.206.252,10.0.2.4,6, , , 
,,6,443,45598,6,,,b'\x00\x00\x00\x00\x00\x00'
52:54:00:12:35:00,08:00:27:1E:36:4A,8,,,,,,
 , ,6,18.164.246.84,10.0.2.4,6, , , 
,,6,443,37822,6,,,b'\x00\x00\x00\x00\x00\x00'
08:00:27:1E:36:4A,52:54:00:12:35:00,8,,,,,,
 , ,6,10.0.2.4,18.164.246.84,6, , , 
,,6,37822,443,6,,,b''
52:54:00:12:35:00,08:00:27:1E:36:4A,8,,,,,,
 , ,6,18.164.246.84,10.0.2.4,6, , , 
,,6,443,37830,6,,,b'\x00\x00\x00\x00\x00\x00'
08:00:27:1E:36:4A,52:54:00:12:35:00,8,,,,,,
 , ,6,10.0.2.4,18.164.246.84,6, , , 
,,6,37830,443,6,,,b''
52:54:00:12:35:00,08:00:27:1E:36:4A,8,,,,,,
 , ,6,96.17.194.232,10.0.2.4,6, , , 
,,6,443,45846,6,,,b'\x00\x00\x00\x00\x00\x00'
08:00:27:1E:36:4A,52:54:00:12:35:00,8,,,,,,
 , ,6,10.0.2.4,96.17.194.232,6, , , 
,,6,45846,443,6,,,b''
52:54:00:12:35:00,08:00:27:1E:36:4A,8,,,,,,
 , ,6,129.227.206.252,10.0.2.4,6, , , 
,,6,443,45598,6,,,"b'\x17\x03\x03\x01""\xc8\x04?}\xcb\xb9\xf3\x18\x98i\xf2\x99\x06\x8aRR$x$q@\xdd\x0480\xb1\xcd\x13\xef\xc4\xa3R\xaa\xaf\xd9X\xcdn\x14:T\x93b{2~\xc2\xea\xc46\x8b\xd8\x86\xc2\tN \xber\xd1\xbc\xff\xb8\xda\x93\xd9\xedM\x7f\xb9\x93\x17D\xda,\x19\xe9\xd3J\x81aZ\xe9\xa9\x08\xc5bS\xb0h?\x02_\xcb\xc6j\xdc\x13\xeb\x81\xd1\x8c{\x189\x1c5\xc5\x8bN\x81 Zx\x9d\xcf\\g\x7f\xafoq\x9e\xd8\xfd\xad%\xf1mA(\xb2\x12\xcf\xb3\x91\xd5\x05\x05\xf4\xc7\x05\xee\x1c\xa4\x1c\xb6n\t\x1f_\x02I\xd4\xce\xac\xf5\xe4\xa1\x16\xd1MGpd\x93\xf2\x0f\xed\xb1\x7f\xea\t\xaa{\xb9\x833\x1c\xc6\xea*\xa4\xee\x9ciRO\x02\x04\xe6\xb8%X\xa9d\xba\xd8B\xf6\xd8gf[\x08\xb1Aq\x8fr9\xaa\xcd\xa7\xd2\xf2~>7\x0f\x9b\xe2I\xecR\x00\xde\x97G0y\x9b\x88\x0e\x03\xa8\x02]\xf9\xec\xe72\xcb-\xa9\x84\xf4J\x94\xb2""\xbfW\xa2\x99G\x85\xc57+F\xad9p\xefkMl\xe9\x9f\xf7\xa6V\xd8\x0e\x05\x9c\xdc\xf2s\xb8\xb2\x85v\xf7;\x11\xafZ\xcc\x17\x03\x03\x00B\xc8\xa8G:\x1a\x8f\xd7\x13\xcftw\x1b\xaa\xae\xdc\x1e\xf0C\xd0\xf2\x1e\x88\xe2\x0ba\xbc\xd0\\\xd7\xdd\x0e\xdb\xcc;\x0e\x00\xc5\xb4\x13h|&\xb1\x95\x1c\xbbB\xf0HV\x964\xb6\xc6\xc4\x88T\x04\x12\xbfl]\x08\x82;\xa8'"
52:54:00:12:35:00,08:00:27:1E:36:4A,8,,,,,,
 , ,6,129.227.206.252,10.0.2.4,6, , , 
,,6,443,45598,6,,,b'\x00\x00\x00\x00\x00\x00'
08:00:27:1E:36:4A,52:54:00:12:35:00,8,,,,,,
 , ,6,10.0.2.4,129.227.206.252,6, , , 
,,6,45598,443,6,,,b''
08:00:27:1E:36:4A,52:54:00:12:35:00,8,,,,,,
 , ,6,10.0.2.4,129.227.206.252,6, , , 
,,6,45598,443,6,,,b''
52:54:00:12:35:00,08:00:27:1E:36:4A,8,,,,,,
 , ,6,96.17.194.232,10.0.2.4,6, , , 
