src_mac,dest_mac,eth_proto,src_ip,dst_ip,protocol,src_port,dst_port,packet
,,6,443,45876,6,,,"b'\x16\x03\x03\x00\x9b\x02\x00\x00\x97\x03\x03\xf4\xdc\xd7\x9f\xf7\xea\xb0\xca\xbd\x80\x10(\x9d\x10:0U\xe0\x9d\x88\xa3\x84\xa6\x12\xaf\'\xe4]D\xe5$\xa4 oL\x10\x1d80U\xd3%\x06\xcb\xa6\x1b7\xcc\x80\xe4b\x189\xce\xf8\x1f\xc2\xcb\x80\xfbi\'\xeeU\xdb\x13\x02\x00\x00O\x00+\x00\x02\x03\x04\x003\x00E\x00\x17\x00A\x04\x01\x177aNoL\xe2\x89\xc6\x8c8\x12\xc4\t\xe8e%\xbb,\x08L\xa7\xe8.\xe6\x07\xf4\xbb\xd3x\xa6\x9fT:\xe3\xd2\x91I\xf6\xd0=2\xfax&)B\xe5\x17O\xc1\xe2N\x13\xfan\xa8\'\x98\xb8\xf1\xc7\xde\x14\x03\x03\x00\x01\x01\x17\x03\x03\x00\x17\r\x8b:\xaf\'!A\x89\x04\xff\xb1\xe2\xe4\xaaZ}\xa1\x89\x15\x83\xdd6\xb0\x17\x03\x03\t\'\x9c\xd7\x90\x85\xee<v\xf5\xdb)]\xa4\x80\x80\x91\x84Zet\xc1\x1d\xa2\xa9\xef\x83\xe5\x07\x02X\x8a\xf2\x0c\xc6\x8b\xe7\x86n\n\x8f\x9a\xdfR\x06\xf7]p:\xd0`\x7f\xad\x8a\x18\xf5\x8e\x03\x05>c\\\xc72\nc\xc3\xdc\xc6\x11r\xae\x85\x04l\xc7F\xf4\'9\x08A\x1d@\x95 \xcd,\x8a\x01E\x92m\x9d0\xc6\xc2\x8fC%\xd5\xf1\x97<\xc5%Z\x19\xad34\x13*\x01\x94\x19\x9a\x19n.HX\xc9Rs\xe8\xe6\xb6\xdfY7\xa1N(\x83\x9a\xbd7\x96+/\x10s\xdd\xe8\xbbL\'r\xe4\xbe\xadz\xb8\xb3\x94b\x02\xd4o\x13\x19\x015\x8a\xb3?\x99\x04\x0c\x7f""\x91\x99\xd9U\xe8\x89\x05\x04\xd3\x8b\x06\x15\x11+\xf2Q\xd7\x01\xae\x8e\x9cf\x81|\x96\xf1\x9e\x01c$x\x0c\xea\xca=~/-p\x0eJ\x06(\xb3\xde\x95\xd8\x9ed\xb6\xd8\xf0\x19\xf3o\xcc\xaeF\xa0\xd6Q!M&6\xaa6\x04\x16\xf5!\t\x15\xeeb7=\x81\xae{V\x05W7\xfc \xea\x01\xc7] CI3\x0f\xe9H\xa4W\xaa\xae\x19\xdfa\xf3y\x15\xfb\xee%\xd2r\x9a\xc4ps\x9a\xa9\x9eo\xa8\xff\xf6\xc1\xa5\xfaCT\x9aVSMyz\xcd\xb4\xb5\\hG\x01a\xef];\xc9\xa9w\xd9\xb3\x99\x01\x8c\x82&ZJQ\xec\x03\x987\xfd`\xd9S\xa5I\xf3\x16\x96\x97\x1f\\{\x97\xec\xf4\x9e\xfb\xcdr\x16!\xd9\xb3\x1b,\xf2\x7f\xd3\xad\xd5rBx=\x9b\x16a\xd0\x903!H[H\xe0:\xd6\xf4~\r\xd3\x84\xfftF\x1c:t \xc6\xe1\xf3\x10\x848\xaf\xe2\x0ey\xffX%G\xb0\x8d\xde\x05,\xa8\xe5\x8d\x88\xbc\xa2\x1c,\x8c\x1e\xb6Y`\xafP{\xf4\xb0\xc9\xa2\xbe\xee\xcf\xb2?+\x7f\r\x92\xa7\x93\x83\x1e\x8e\xbcv\x7f?\x05r\xaa\xa5\xb3\xd0D\x90\xef\xc8\xbcw\x17O\x94\xb8>\xa6Z\xc1\xa5\x81\xbct\x8f\x01/Yz\x91\xa0W\xed\xbc%\x9ag~\x9b_L2c\x1f.l\x10\x84\'\xc7\xa6\xfd-L\x16n\xdc\xc6\x17c\xc57@\x162\xda\x8d\x83\xe7\xbe=*\x90\xf8\xf0\x97\xd5\x80\xda\x97\x83+KK;^\x16\xa5\xc7-K\x85yw\xcc\xc3\x86\xd9\xa1\xd25""\xa8\x1fh\xc4K\x02y\x899)\xd3$\xd6\x80G\xeeI\x9c\x85\xda\x85h\xb4\xcd\xc4\xa6\xd3I\xf6\x15\xe2\x07\x98\xfe\xa2\xad\x1b\x02\xe0[\xcbt\xf2LpL3K;G\xa1\x04\xa4Z\xef\x90\xde\xb58\xbd/\xf4\x02x\xedU\xac\xaa\xb8\xf7\xfb\xe2q\xb0\x9f\xd6\x8d!q25\xd5\x8bT\xae\xe2C&\xdea\xf2\x01\x01\x15y_\xd1\x00\xae\xfd&rC\xc6\xbb\x16\x94\x81\xd6\xfa\xec\x83\xd0\xff{^\x83\xf75\xa5\xa2(6!\xed\xa1\x0c\x11\x92\x9d]\x9b\xe1\xd462sg\xf9\xd4\x1c\xc9D\xc4\x1b\x1f\x7f\x92\x15\xa4\x08A\x91\xdd\x04\x16R\xa2t\xb5\x8ck\x10\xde\x8f\xbbv\x13\xf2\xa6\xd7\xff\xf8Z\x1c\x05O\xb0w\x04\x1c%\xa0\xdd\xed\xb4\x9dg\x90m\xd7M\xaf\xb1\xc4n+\xed\xb0\xeawK\x0f{\x19\xb0;%\x85QB\xa5\xc4\xef\x96\xbd\xe3ek\x9e\xaf\xb1\x0e\xe3\x14\x8f\x88Bb;\x8e\xa0V\xe5Ps\xf8\xe3O\xc8c\x83\xc3d^\x8ck\x0cV\x1d\xcb6\x98)[X\xda\x00\nw5\x06U\x08U\xce~\xc5\xb0\x91\xecyRAy\xc5\xd3)\x8e\xeb\xcd\xf4\x1b\xd0\xd8\xc1\xe0,?\x88\xc5\xbb&<Y\xf8&-\xa9\xd59\xfd\xc6J\x01\x90\xf5\xb8%\x05v\xe6\xc1h\x02\xbc\x8auS\x14\xf2\xc0\xa7\xebG\xe5\x89``;-QB\n\x9f\x0b\x07QZq\xac\x9c\xa2^\xc17?_pk\xd1\xe3\xf4\x01\xb4\x10\xa9V\x80\x8a\xc4F<o@N\xbb\x8fZ\xec6iX\xc7\x03D4\xf9\x9d\x1f\x99\xd7\xfc\xca?\'\x1b\x91\x9e\xcb\x12\xee.\xda\xa4P@jJ\xe2\xd6Tg\x01g\x16\xfd\xc9\xe7\xb4\xcd\xbd\xbb\x96\x0e\x86\xb0\xfe\xfd\xe3i\xcd\x05\xed\x80\xd4\xc1/\xd2\xfb\xad)\x0e\x16\x19E\xac\x86\xd1\xbe\xaf\xc8\x17\x8e h\xa1\t~\x1c\xe65\x8b\x9aW#\xfd\x91\xc3\xc3V\xfaY\xae\xc8""|\xc2\xb8Y\xe5\xe8\xd7\xac?\xa5J\x83\x8a\xa8\x15`C\xf3Z\xa8\xb5""\x03\xad!_%\xdf$\xb6@\xce\x00\x9fv\'\x1c\xb1;\x86\xc9GV\x94\x962X\x13\x15\x01\xda\x88b/\x08#\xd7\xdb\xf1\x84\xe2LmP\x8b\xff*y{\xbc\x8d\xf3\x96\xb3\x7f\x05\x9a\x1c)S*|hp\xe6\xb9[\x93\xec\xc9=\x92G\x01\xc8\xe1\xe7/\xb7\xca\x0c\x95\xc0javlV\x13\x94M~T\x12\xdcFA\x87\x97q\xfb@\xe5~\xb8mP\xca\x8c\x84/5~\xd1\x93\xad7\xcb\rm\x18\xd8\xf1==\xafm1\xab-}<\x836O\x90G^\xcd\xd5\x85\xe4\xfa\xb9)\xf6j\xcb\x8c\xa3M\xd4V\x92yfb\x98g\'\xc5\xe4L\x1e\xbb\xcdM\x01;z\xc7K\xc2\x1a\x14\x9d\x9e\xcc\xba\xcd\'\r\x18\xcan\xc8J\x16b\xb5\x94\x0cy\xe5\x1fF\xa4^\xe3\x0e\x19QM\x9fh\xca4\x9d\xb35VT\x8a+\xbd\xe6(\xde\x9f\xae\xe6l\xa3\xab'"
08:00:27:1E:36:4A,52:54:00:12:35:00,8,,,,,,
 , ,6,10.0.2.4,96.17.194.232,6, , , 
,,6,45876,443,6,,,b''
52:54:00:12:35:00,08:00:27:1E:36:4A,8,,,,,,
 , ,6,96.17.194.232,10.0.2.4,6, , , 
,,6,443,45876,6,,,"b'\x98a]oB\xcb\r\x9e\x83H\xd9\x95H9\x1f\xa9S\xfb\x93?H\x02\rpi\xce6-\x00\xf8\xa5\x96L=F}.F{\xe1x8\x03\xfb\xfe\xd3\x10Z\xdcs\x13}$\x80;\xbd?\x99\x84\x03\xa6T\xb8\xc8\x8c\xb7\x94\x0e.\xc2\x93\x9e?\x94z\x01o\xd0\xa1u\x13\xb0\x94\xd7\xf7\x9d\x8f/\xec.M^\xbf\x8aFj\xba\xeb\xdd\x04M\rb\xec_\x05s\xc1j\x91\xa4\\6x\x17\xe4U\x04\x07\xe2\xfda\xc6B.Qo\x8b\x90m\xc2,E\xe5N\xc8\x84\xea\xfc\xe2\xd1\xa3\x02C\x0bu\x9a\xd5\xaf\xdb\xe6I\xb2\xa8\x07\xf9\xb3\xa1\xcb\x93\xd67v\xaa\x8e\xbc\xf7=J\x1dy\x086\xde\x8e\x95s_Z\xc4\xf7\x97x\xb5\xfd!`?-\xf4\x1b\x9a\xdd\\8\xf8D:\x80\x1b6m?\xd6{\x874Id\x9f&\x93\x1b\xe7\x05\xa0\x0b\xca)\x1bQ\xfb\xd7\xa44\x14-\xfa\xc5\xdbL\xff\xbb\xa1l\x819>e\x04\xae\x17O\x13\xbe\xf4Zgi<\x84\xe0B\xcf\xbc\x99p3\xa4v\r*\xbd\xc7\xd3Z\xd4\xf7\xd4\xb3\x82y\x9d\xe5\xaa\xe5\x8bi\xfd\x9aN\xd1k\xaf\'\x14\xe5^\xe34\xf4\x01\xcf\xb6R^\xe21.R\xc5\x15\x8b\xb4c\x1b\x119\x15\x8a\xa0}j\x1b\x82\xf2\x93\x05\xbe\x863\x9b\xfa \x94\xc4\x02\xc9s\xff\xd6\xa6\x84\xb2\x97\x1e\xb5\x17\xc4\xdb\x82\x95\xe7\x8aT\x848\x12\x13\x8e\xef\xf0\xba\x8b\x97\x0f\xa6O""\xb3X2a\xb9\x04\xeb\xd7\xdf\x1c&\xdf\xa0\xcbZ@_\xe0z\x14_S>.\xdd_[\x16\x05\xcfV\n0^\x88_\x8c|\x15A\x14\\K\xac\xf7\xe5f+\xaa\xda1H\x1bn\x90TgX4Y\xf0\xf5\xdc\xeb\x1bi\xe8)\xf8\xab\xdf\xd3\xde\x10\xbe\xe4\x14\xf8\xadP\xa5\xa3\xe3\xad\xbb^\xde\xeeW\x11m6e\xea\xae^\x82d$.P\x9b\xe3\xa1\xcfis!\xaa3\x95B\x06\x96\x04\xb3a\x89\x8d\x04\x14\xf3\xefO\x06>F\xfdB\xea\xe6\x96y\xf8\x9b\xcb@\xb9\x02{\xda\xdb\x0b[\xe1\x00;\xbb\x95\x07u\xc5\xd7\'l\x80\xe0\xcd\xbb\xf5\'\xcc\xd6\x00yk\x89PO\xb0\xc9\xb5\xbe\xfb>\x8b""]QT\xf9\xb8\xb3[6y\xb5\x05\x8e\xa4\xa9\x0b<\x99\x18\x15\xf1e<d\x0b/4\xb8\x9f\xe9\xf5\x15\x9b\x8a\x9b\xc4\xd4\x83 \x1e\x1c\xa9\xe3.\xae\x1bzhT\x19\x81\x1d\x0b\xc6\xcc\x85\xd0\xcal\xfd\xafO""\xf8I3\xa3\xb0\xf0\x90R\xf2U+\x173T\xed\x1d\xa6\x97Q\xf7\xbe\xdcYY\xf0\xba \xeb\x15\x88\xcd\xd8W\x88\xe8\x13RP\x92\x80\x19\xc2s""Ag\xf9(\x9d\x97\x19h\x9b\xa8\xa4\xf40\xd3k\xf2n\xe9\x02q\xfcV/&zu-S\xd8\x90\xe4\xe0\xcbB\xea\x86&^u\xcd\x19\xa4\x07\xb8\xd7o\x0c\x95\x01\x12\xdb\x14\x87\x06\xaf(~\xb1\xa7\xc6^\xed\x16:\xbc\xc2\x10U\xcb63\x14\x0e\nc\xcbe\x92\x90\xa5\xf10g\x87\xa1\xca\x92!\xcc\xe2\x1e\xba\xb8(i|s;\xfaV;Jt\xfb_w\xc0\xefZ\xeb<\xeb\xb1\xf4J\x7fk\x04?\xae\xbf\x04\xfd\xb0B\x16\x10\n`}\xbag\xb9\x1bsX\xd7\x14tq\x14\x91Wy\xf8\xfd\x032d\xb7B\xf3`.\x84\xc4\xcc\xfc6(\xc47\xee+\x14\xc8\x86^\xcd\x1d8(\xb5\x91\xba\x85\x9bV\x83\x82\x80P\x9d\x1f\xc5\xb3r\x0f""\xdc\xe9\x1d_\xca1k\xfe\xd8\x18\xdf\xce)\xc8\xbaR\x12\xf9d\x06^\x81e\x9b\x02\xa9Y\xbd\xf0R\x8b\xfct\xdf\xa5f\xb8\x1aA\x06(3\x829\xd5\x11>\'\x1e\xf2\x12\xbe\x84\xcc-\x88+~0\xa5\xa9\xa7.\xf1)\x91bBy\xb9\x97\xe7\x9b\xcfvv\xb4j\x9c\x03\x8a&\xb8E\xdd\xa3\xcb4\xb7\xce\x7f\xa5\\)\xd0\x0ez\x8eEW\xcfJ\x913 \\V\xb1\xac\x86\x96\n\xa1\t\xd9\xaa0]8Z\xb0\xf6\x91l,\xb9Jh>3#R\x88\xc4\xc5\xc8\xb22\x8f\x8ea\xf4\x891a\x8a\x00\x05Q\xb0o\x06\x91\xa2L\x06}\xf4Mq\x17\xe59\xf1P\x85}\xc1R\xe2\x88HC\x06\x14\xc3MJ*""\x96[\x06#)\xef(\xa7\xe5\x1c\x1aI\x7f\xeb\t{\x08V\xe1\x936\x0e\xbf\xe8\xc30\x83_\xd23\xa6\xc7\xa7\x1c\xcb\xe2\x8f\x83\n(\xb0\x19\xc0\xc2\x924wl\xd2j\xccp\x0f\xdf8v|\x8f.%sLT\xe3\x8e\nCo\xaf\xeb\xa6\x17\x03\x03\x01\x19\x96\xc57\xbb\x1a\n\xa8\xbeN\xab\xb9\xc3\xc4d\x9f\x88\xc9=)\xb6\x0e<r\xc6\x18\xd2qK\xcf\xe0\x90\xcf[\xc0\xe3 \x94%8\xd6\xec\x85\xb5E\x92\xff\x15\x10O.+h_\xb0\xcez&,w\xb3\xee\x1f\xb9Mz\xb6\x7f@\x95\xa9f\\\xee\xe0*\x9d\x02m\xbe,\x820\xd1?\x90(\x9a\x85-\xf2\x0b\x90\xb8Pr\xedY1\xb86\xbe\x97\xb2\x85\xcd\xf3f\xa6g\xf5M\xcd\xd9\xbe\xb5\xdd\x95Mcc\x0c\xaf\xa9\x02\xc2\xd2y\xdeU\xeb\xd1\xcd\n\xcd\x86\xad \xbb^s\x86A\x104P\x15m\xa1\xc1R\xcd\xf7\xe9\r\xb1\xf6hS\x9cnLy\t \xfd*\x81\x82\xb8pr\xdf\xbeI\x99""\xda7C\x88\xcdQ\xc8V\x13\x07\x1am\xf6\x9d\x865[%\x9f\xb3\x05\xee\xf9\xd8\x12""del\x9d\xda\xb6\xf0 \xd6\t\xb9\xbc$k3Qlk[S\xc6\x9d+\xf7\x05\xa3_;r\xb7Y\x07P\xa6\xe0\x13\t\x99\x05\xf3\xc4:\xf3W\xee\xc0\xc6sR\x08\x04Y\xc6\xd6\xc8\x80V\x0e\xf7\x019\xb6|68X\xe8\xbb\xa8A\x7f]d\xe9B\x8e\xc8\x99)\x17\x03\x03\x00EO\x01\xf8V\xdaT2\x92,\xdd\xa0s\x1b\x1a\x86\xedIF-\xca\xb3\x1b\xf9\xb7\x94x\xdf\\5\xb9M\xa8\xf9=khs]\x8c\xa27x\xfa\xcb[\x9e\x85\x0fe]\xe2q\x86\x1b\xf2\xe9\xbf\xea{&\x80KF\x9f\x93\x0c\xaf\x8b`'"
08:00:27:1E:36:4A,52:54:00:12:35:00,8,,,,,,
 , ,6,10.0.2.4,96.17.194.232,6, , , 
,,6,45876,443,6,,,b''
08:00:27:1E:36:4A,52:54:00:12:35:00,8,,,,,,
 , ,6,10.0.2.4,96.17.194.232,6, , , 
,,6,45876,443,6,,,b'\x17\x03\x03\x00\x132\x1ej\x927<\xea>s\x1e\x12\x0be9D\xa9\x969&'
08:00:27:1E:36:4A,52:54:00:12:35:00,8,,,,,,
 , ,6,10.0.2.4,96.17.194.232,6, , , 
,,6,45876,443,6,,,b''
52:54:00:12:35:00,08:00:27:1E:36:4A,8,,,,,,
 , ,6,96.17.194.232,10.0.2.4,6, , , 
,,6,443,45876,6,,,b'\x00\x00\x00\x00\x00\x00'
52:54:00:12:35:00,08:00:27:1E:36:4A,8,,,,,,
 , ,6,96.17.194.232,10.0.2.4,6, , , 
,,6,443,45854,6,,,"b'\x16\x03\x03\x00\x9b\x02\x00\x00\x97\x03\x03oM\x85\x85\xf7\x85\x8a\x05U\x1f\xceg\x80\x8a\x1fv\xee=\x15\xff\x9e{o$~^E\xd6\xbc\xde8\x10 \xc2\xda\x13\xac\x0fv!\xfeI\xc5\xe2\xfc\xb8\x04\x033\xc2e\x9a\x0f\x07\xee\x88\x85Q\xdf\xe3\xaetl\x1c\xa7\x13\x02\x00\x00O\x00+\x00\x02\x03\x04\x003\x00E\x00\x17\x00A\x04G\x88~\xb0J\xd9f\x1f@\x84\xc0\xf3#L\xdc\r\xde\xc3_\xa0\xca\xcd\x87\xd4\xaf\x04\xa8\x8d\xde\x84;\xc2\xef\x00\xbf\xa9\xa8lR\\<\xa9z\x1aRc\xce<\xbeN\xe6\rR\xd0\xd3B-\x8bc\x83\x97\x01\xf5;\x14\x03\x03\x00\x01\x01\x17\x03\x03\x00\x17?\xc5=\x9b\x04\xca\xa4\x8b\xb5\xe1\xbe\xcb2J4\xba=\xe3^\xf6\x1d\xec\x07\x17\x03\x03\t\'\x9d\xab{Z\r\x1c\xdb\xa4""\xe6\x8bK\xf7\xa4\\S\xa0\x8d\xe7Kat\xf3/,v9\x0bR\x06\x14z\xe7\x15x\x94fR\x90~rz`+\xbfr\x0c\x82\xba\xf1*\x8dT<\xdb\xfa\x90\x00[\xb3\x14\xa1%\xaa\xf7P\xf8\x931\x1d\x14\x85\xa7\xdf\xc6\x87\xee\x04\xb2bM\xe0f`\x13\x81\x90\xa2\x03\x83V\x86\x0cvE\xa2I\xb62\x93R\xc4\x94B\x1bj5w\x96\x82\x1c\xd3\xecA\x1d\x0e\xd8\x98\x1c\xa9\xd7\xb9\xe7\xab\x0f\x93\xe7\xb3\xc2h4V~6]O\x81<""z\x0b\x1f\xa8\xcf(\x05\x8fFL\xcc\x15\x00}\xa5\x1b\xdd(\xc8b\xd7ZC\x06*e\xe0\xf1Nd$\xf8\x8b\xaaN\x01\xde\xe3%=\x1d\xad\x85:(D\x98O=\x12R\xb1\x08Z\x9d\xdf\xb5\xca\x90\x93\xc6Q\x8d\xdfAIF/J\x8e\x0c\xbb\n\xf1N\x18\x98\xbf\xf8\xa8\x0f\x0b\xa5!T\xc9\x80`\xdf*\x0b\xe8\xeb\xfagV/\xc9\xf9\x95\xd6\xe5\x12q\xea%\x84:\xca\xbcB\xb4\xd5\x82!o\xabk\xdb\xeb&.\xa0\xd9\xc4\xed\'9#`\x9dx\xa3X>\xbe\x0c\xb6\xa0\xd9\xfe\xf7\xb2\x14\x1e\xfayrx\x95b\x84\xba\xe4\x8cE?\xb1\x9fG\xbf\xd0C\xbc \x15\xafc\'t\t\xc0a>*\x18\xe1%%Qv\xe8q\xcd\xf7\xb9x\xcas\x12\x82\xca\x8f0oa\x8f\\\x0b\xa7\x94\xa8\xb2R""\xa7\xcdEo*\xce\x8b5&\x03\x0b\xb7\x7f\x17\xdf\x14r:A\x9a\xf1U\xcb\xfc\xac\xaf\xfd\xe1\x80L\xc7\x93\x99\xb0bD\xbb\xcb\xce\x8d\x19\xf4\xe3C(\xf8h\xeet\xfa\xea\xba_\xa3\xb3<Le\xd5\xbdP\\\xc0G=\xef/\xda\xae\xe9\t\x8f\xe3V\x17\xcd+\x88\x19\x1fX.#\xc5\x0e\xbffH\xb8\x05r\xef\x0b\xb5\xf6\xce\x96\xa8\x8bU\\n\x92\x8f\xe9\xe1\xf4\x08\xb8y\xcb\x06\x8f\x06\xec\xacB[S\xf0N\x19\xd7\xd3\xa4\xb5\xe1i\x0e\xaa]\x0e\x81\xcc9@\x1d\x17u,>h\x88\xa9\x87\xf7\xcb\xec\x19d\xfcX\x965\x82\xb66B\xcdv?\xa6t\xca\x07\xb2\x1e\x11\xf1%\x07.\xea\xc9\xd5.V\xd4B\xd6^k\x824\xab^\x08\x8e\x83`X\xa1\xbb\x7f\x14\x1e\x8dk\xb4\x8e\xdb\x06\x8c\xb6\xb82\x94\x9b\xaa3d\xec\xec\x86\xaa\x87\xd8\x8dJ1v\xe0\x91*u\r2\x8e\\YR\xd5\xa7?a\x97K\x80\x83\xf3\x0cw\xfc\'5t\xb1\x93\x97>\'\xb3uC\xd4\x07\xc3\xfc_i\xe5TI\xc78\xd9\xd2K\xc5\xaf\x82\x1a\xcd\x81\xab\x8eG\xc7\xe6+\t\xd1\xc6""-\x9a6\xd5\xc9\r\xfbI\xd5)\xf3\x1bfR)\xeb\x97\xcd\xd1>""\xf6\xf0\xc4x\xe2\xd4\x17 l\xeb\x7fd2z\xc2\xde\xd4\x18\x1bE\x0b\x1e5F\x89\xb4:\x0c\x91\x82\x1d\x81\xebs\x9d\xbd\x94\xa4o}Ws\x0b\x03\xd6\xe7\xeabO\xeal\x98\x10W\xe6\x10\x88\xdc\xfccX\x90\xecE\x9c\x93\x95\x1a\xffS8e\xf0c3\xd5>*\xc0\x9e\x8c\xbb\xa7\xeb\x97\xa1\xeb\x9bS\xc2\xf7B\xcc\xdbH\xac\xbf\xcd^o\x1e\xf7Y\xb7\xf8R_8\xdd1\xfcL\xec\xabL\xa5:y>\xaf\xa30\x18-\xfa~\x89\xc7\xd2\xf4u\x04\x14O \xa5{a\xb8\xf1\x190+c\xa4E>,\xab!\xa6\xfa=\x85V<\xca\x8c\xb7\xdc5\x02%\xf1\x0eY\x1d\xb8\tQ}Z\xb4urAR\xd4\xb8\n\xdb8\xb7\x00\xc1\x02K\xfa\x96b5?\x87\x85\x7f\x0cZ[\xa4\tU\x80\xe3b?\x0f#\n\t\x81m\xc2\x8f\x1c\x18?\xed\xc0\x17\x1d\xc3\x1b\xab\xac\x00\x8a\xf2\x7fp\x97\xf9i\xa8\x17~PVX\xe0G,\xfb7\x1b\x1f\xcf T\r)\xcf\x17T[o\xa8\x841uP\n\x0c\'\xac.\x9e\x89(\xd36O-\x8b\x13\xbcy\xcf\xd7\x11\xb0hl3\xab\xb5>\xfc^C\xe7c\xd6\xf4\xcd <\xef\nYyI\xc0\xb5.\xa2\xe4l\x86\xea\xc6.o\xcb(\x00\xe6~s\x9a\x06\xeft\xd5\xe7\x98;\xc2zU|{WKI\x16\x8dp2s&0\x9ad\x87\x07\xbe\x13\xe0\xa2q\x88+\xc1)oQU\x91\x92_\xad$\xa4y\xbcVA\xd0\xbc\x86j\x19\xecJ\xdat\xc6a\xe1{\xf2\xd2\xb0\x0e\xb6m\xebf\x91\xa3\x1e\xe3\x89\xc5\xdcBX\xc7:\xa3\x99RaG\x91\x07\x8b\xd6r\xd7\x02\xba""\xb4Z\xf0!\xa9\xae\xf2\xe5 D\x10\xce\xeb8s\x9f3\x11\x02<f\x9c@\xf0\x1eD\xf6\xd7\xdc\xa2\xa2\x97 =\x8a\xb9\xd8\xdb\xd4\x08\x9a\xb5h}a\x91\xb4<XCE\xc8\x86$\x84\x0b\xc8\x1e\x8a\xe6\xad>\xa8\xb9dm\x7fo!\xd8x""\x96\xde\xf0\xb9\xc1\x90^\xfa\x05\x91?\xc2\xcd\xfaBY+d\xae\x9d\x04SHQZ\xa8\x8b\xb6R\xf2%3\xea\xa4\xa3\xa0\x11\x16bPU4Rx\x80\x86\x90\xf5\xbf[\xb76\x84\xff\x17\x80\x19\xec7\x88\xfeF7\x07TC\x04\x02\x0c\xbc\xc7\xee\xc0V\x8b]\x987\x17&\xca,\xbc\xcb\x0fHA\xd3@\xe6\xbc\t\xd82\x05nx\x14\x91\x1a\xbal\x91o\x8aF\xa96\xdfm\xa3SH\xcb\xe2\x7f0A\xcc\x8a\x1f\x9eh\x0fR&H'"
08:00:27:1E:36:4A,52:54:00:12:35:00,8,,,,,,
 , ,6,10.0.2.4,96.17.194.232,6, , , 
,,6,45854,443,6,,,b''
52:54:00:12:35:00,08:00:27:1E:36:4A,8,,,,,,
 , ,6,96.17.194.232,10.0.2.4,6, , , 
